precio_lici,tipo_cont,tipo_pro,por_adj
75353.01,Servicios,Abierto,0.6536989033351157
199500.0,Servicios,Abierto,0.4328421052631579
193089.6,Servicios,Abierto,0.22787348464132712
526500.0,Servicios,Abierto,0.44653185185185185
90434.49,Servicios,Abierto simplificado,0.9826096216167084
328935.26,Servicios,Abierto,0.5000001520055952
32000.0,Suministros,Abierto simplificado,0.790625
79160.0,Servicios,Abierto simplificado,0.24583122789287518
79850.0,Suministros,Abierto simplificado,0.7515716969317471
145230.0,Obras,Abierto simplificado,0.8508297183777457
18000.0,Suministros,Abierto simplificado,1.0
100000.0,Suministros,Abierto,1.0
209125.0,Servicios,Abierto,0.12002390914524806
220071.26,Obras,Abierto simplificado,0.7249138301839141
6266.72,Servicios,Abierto simplificado,0.4073901498710649
53719.0,Obras,Abierto,0.5720508572385934
190322.29,Obras,Abierto simplificado,0.7850000123474764
321439.65,Servicios,Abierto,0.6394064329027237
228340.42,Servicios,Abierto,0.7111110682900557
19000.0,Servicios,Abierto,0.9473684210526315
48000.0,Obras,Abierto simplificado,0.8880625
336000.0,Suministros,Abierto,0.2430952380952381
29727.5,Servicios,Abierto simplificado,0.7172419476915315
33000.0,Suministros,Abierto simplificado,0.678030303030303
81000.0,Servicios,Abierto simplificado,0.6405064197530864
87059.62,Suministros,Abierto simplificado,1.0
65450.0,Obras,Abierto,0.9671428571428572
354931.2,Suministros,Abierto,0.40861597966028346
205170.0,Servicios,Abierto,0.47619047619047616
129074.54,Obras,Abierto simplificado,0.7518987090715179
181823.88,Suministros,Abierto,0.3594302354564208
65601.51,Servicios,Abierto simplificado,0.36873495747277774
580000.0,Servicios,Abierto,0.37903448275862067
232400.0,Servicios,Abierto,0.9479302925989673
70000.0,Servicios,Abierto simplificado,0.82
407673.12,Suministros,Abierto,0.729678939832972
145248.0,Servicios,Abierto,0.48314606741573035
432386.51,Suministros,Abierto,0.3874169663618784
61573.16,Obras,Abierto simplificado,0.8199999805109888
149930.0,Servicios,Abierto,0.426681117854999
23140.5,Servicios,Abierto simplificado,0.9999995678572199
50343.53,Suministros,Abierto simplificado,0.9675255191680043
308741.3,Obras,Abierto,0.9859516041423677
119790.0,Servicios,Abierto simplificado,0.7513148009015778
362824.36,Servicios,Abierto,0.4537937860622148
191040.0,Servicios,Abierto,0.3653642169179229
368245.97,Servicios,Abierto,0.5459967151846903
266761.44,Servicios,Abierto,0.2652653247036003
247520.0,Obras,Abierto simplificado,0.9696105365223012
17500.0,Servicios,Abierto simplificado,0.11428571428571428
82375.99,Obras,Abierto simplificado,0.9930077926832805
191204.9,Obras,Abierto simplificado,0.7819999905860154
129866.76,Servicios,Abierto,0.47733330684464603
218181.81,Servicios,Abierto,0.36664376374914115
88387.2,Servicios,Abierto simplificado,0.2715325295970457
52531.54,Obras,Abierto,0.8745983841326563
310179.0,Servicios,Abierto,0.915574555337402
383000.0,Servicios,Abierto,0.14390187989556136
5573.74,Servicios,Abierto simplificado,0.5023556893575948
157718.18,Servicios,Abierto,1.0
168000.0,Servicios,Abierto,1.0
24793.39,Suministros,Abierto simplificado,0.957876272667836
172700.4,Servicios,Abierto,0.38677802714990817
203587.5,Servicios,Abierto,0.19626666666666667
190082.64,Servicios,Abierto,0.9570047533009852
408000.0,Suministros,Abierto,0.4166666666666667
325000.0,Suministros,Abierto,0.8944615384615384
350000.0,Suministros,Abierto,0.9857142857142858
